"STCNTYFIP","STATE","COUNTY","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"17111","Illinois","McHenry","2003","Marriage and family therapists","Mental health counselors","ALL",3,NA,3,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17111","Illinois","McHenry","1825","Other psychologists","Psychologists","MALE",115,NA,115,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17111","Illinois","McHenry","2005","Rehabilitation counselors","Mental health counselors","ALL",17,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA
"17111","Illinois","McHenry","1822","School psychologists","Psychologists","ALL",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17111","Illinois","McHenry","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17111","Illinois","McHenry","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",141,21,120,NA,NA,NA,NA,NA,14.89,85.11,NA,NA,NA,NA,NA
"17111","Illinois","McHenry","2004","Mental health counselors","Mental health counselors","MALE",53,NA,37,NA,NA,16,NA,NA,NA,69.81,NA,NA,30.19,NA,NA
"17111","Illinois","McHenry","2004","Mental health counselors","Mental health counselors","ALL",138,NA,122,NA,NA,16,NA,NA,NA,88.41,NA,NA,11.59,NA,NA
"17113","Illinois","McLean","2003","Marriage and family therapists","Mental health counselors","FEMALE",47,28,19,NA,NA,NA,NA,NA,59.57,40.43,NA,NA,NA,NA,NA
"17113","Illinois","McLean","2004","Mental health counselors","Mental health counselors","FEMALE",96,NA,96,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","0000","Total-Pop","Total-Pop","FEMALE",88440,4315,70980,130,4278,7016,1700,21,4.88,80.26,0.15,4.84,7.93,1.92,0.02
"17113","Illinois","McLean","2004","Mental health counselors","Mental health counselors","ALL",108,NA,108,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","2003","Marriage and family therapists","Mental health counselors","ALL",47,28,19,NA,NA,NA,NA,NA,59.57,40.43,NA,NA,NA,NA,NA
"17113","Illinois","McLean","1825","Other psychologists","Psychologists","MALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","0000","Total-Pop","Total-Pop","ALL",172485,8599,137370,292,8760,13678,3758,28,4.99,79.64,0.17,5.08,7.93,2.18,0.02
"17113","Illinois","McLean","1822","School psychologists","Psychologists","ALL",60,NA,60,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","1825","Other psychologists","Psychologists","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","1822","School psychologists","Psychologists","FEMALE",48,NA,48,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","0000","Total-Pop","Total-Pop","MALE",84045,4284,66390,162,4482,6662,2058,7,5.1,78.99,0.19,5.33,7.93,2.45,0.01
"17113","Illinois","McLean","1822","School psychologists","Psychologists","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17113","Illinois","McLean","2004","Mental health counselors","Mental health counselors","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","1822","School psychologists","Psychologists","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","1825","Other psychologists","Psychologists","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","1822","School psychologists","Psychologists","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","0000","Total-Pop","Total-Pop","ALL",105726,2390,80568,142,1059,16018,5441,108,2.26,76.2,0.13,1,15.15,5.15,0.1
"17115","Illinois","Macon","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","1825","Other psychologists","Psychologists","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","0000","Total-Pop","Total-Pop","MALE",50718,1205,38700,33,425,7516,2793,46,2.38,76.3,0.07,0.84,14.82,5.51,0.09
"17115","Illinois","Macon","2003","Marriage and family therapists","Mental health counselors","ALL",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","0000","Total-Pop","Total-Pop","FEMALE",55008,1185,41868,109,634,8502,2648,62,2.15,76.11,0.2,1.15,15.46,4.81,0.11
"17115","Illinois","Macon","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","2004","Mental health counselors","Mental health counselors","ALL",29,8,21,NA,NA,NA,NA,NA,27.59,72.41,NA,NA,NA,NA,NA
"17115","Illinois","Macon","2004","Mental health counselors","Mental health counselors","FEMALE",29,8,21,NA,NA,NA,NA,NA,27.59,72.41,NA,NA,NA,NA,NA
"17115","Illinois","Macon","2003","Marriage and family therapists","Mental health counselors","FEMALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17115","Illinois","Macon","1822","School psychologists","Psychologists","MALE",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","0000","Total-Pop","Total-Pop","ALL",264836,8578,225436,430,2745,22001,5520,126,3.24,85.12,0.16,1.04,8.31,2.08,0.05
"17119","Illinois","Madison","1825","Other psychologists","Psychologists","ALL",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",19,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA
"17119","Illinois","Madison","1822","School psychologists","Psychologists","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","1825","Other psychologists","Psychologists","FEMALE",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2005","Rehabilitation counselors","Mental health counselors","MALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","1822","School psychologists","Psychologists","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",107,NA,81,NA,NA,26,NA,NA,NA,75.7,NA,NA,24.3,NA,NA
"17119","Illinois","Madison","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","0000","Total-Pop","Total-Pop","MALE",128764,4276,110058,126,1386,10353,2485,80,3.32,85.47,0.1,1.08,8.04,1.93,0.06
"17119","Illinois","Madison","0000","Total-Pop","Total-Pop","FEMALE",136072,4302,115378,304,1359,11648,3035,46,3.16,84.79,0.22,1,8.56,2.23,0.03
"17119","Illinois","Madison","2005","Rehabilitation counselors","Mental health counselors","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2004","Mental health counselors","Mental health counselors","FEMALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2004","Mental health counselors","Mental health counselors","ALL",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17119","Illinois","Madison","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",88,NA,81,NA,NA,7,NA,NA,NA,92.05,NA,NA,7.95,NA,NA
"17143","Illinois","Peoria","2004","Mental health counselors","Mental health counselors","FEMALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2005","Rehabilitation counselors","Mental health counselors","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2004","Mental health counselors","Mental health counselors","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","0000","Total-Pop","Total-Pop","ALL",182962,8836,127879,452,7333,31980,6321,161,4.83,69.89,0.25,4.01,17.48,3.45,0.09
"17143","Illinois","Peoria","0000","Total-Pop","Total-Pop","FEMALE",94593,4426,66023,280,3559,17093,3155,57,4.68,69.8,0.3,3.76,18.07,3.34,0.06
"17143","Illinois","Peoria","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2005","Rehabilitation counselors","Mental health counselors","MALE",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2005","Rehabilitation counselors","Mental health counselors","ALL",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","1825","Other psychologists","Psychologists","FEMALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","0000","Total-Pop","Total-Pop","MALE",88369,4410,61856,172,3774,14887,3166,104,4.99,70,0.19,4.27,16.85,3.58,0.12
"17143","Illinois","Peoria","1825","Other psychologists","Psychologists","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","2004","Mental health counselors","Mental health counselors","ALL",28,NA,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17143","Illinois","Peoria","1825","Other psychologists","Psychologists","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","2004","Mental health counselors","Mental health counselors","MALE",47,NA,47,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","1825","Other psychologists","Psychologists","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","2005","Rehabilitation counselors","Mental health counselors","FEMALE",34,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,100,NA
"17161","Illinois","Rock Island","2004","Mental health counselors","Mental health counselors","FEMALE",66,NA,21,NA,NA,45,NA,NA,NA,31.82,NA,NA,68.18,NA,NA
"17161","Illinois","Rock Island","0000","Total-Pop","Total-Pop","MALE",70782,9442,50110,175,1728,7050,2241,36,13.34,70.79,0.25,2.44,9.96,3.17,0.05
"17161","Illinois","Rock Island","2005","Rehabilitation counselors","Mental health counselors","ALL",44,NA,10,NA,NA,NA,34,NA,NA,22.73,NA,NA,NA,77.27,NA
"17161","Illinois","Rock Island","2005","Rehabilitation counselors","Mental health counselors","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","0000","Total-Pop","Total-Pop","FEMALE",73089,9123,53060,207,1807,6557,2304,31,12.48,72.6,0.28,2.47,8.97,3.15,0.04
"17161","Illinois","Rock Island","0000","Total-Pop","Total-Pop","ALL",143871,18565,103170,382,3535,13607,4545,67,12.9,71.71,0.27,2.46,9.46,3.16,0.05
"17161","Illinois","Rock Island","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",64,24,40,NA,NA,NA,NA,NA,37.5,62.5,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","1822","School psychologists","Psychologists","ALL",5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,100,NA,NA
"17161","Illinois","Rock Island","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",64,24,40,NA,NA,NA,NA,NA,37.5,62.5,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","2003","Marriage and family therapists","Mental health counselors","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","2003","Marriage and family therapists","Mental health counselors","FEMALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","1822","School psychologists","Psychologists","FEMALE",5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,100,NA,NA
"17161","Illinois","Rock Island","2004","Mental health counselors","Mental health counselors","ALL",113,NA,68,NA,NA,45,NA,NA,NA,60.18,NA,NA,39.82,NA,NA
"17161","Illinois","Rock Island","1825","Other psychologists","Psychologists","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17161","Illinois","Rock Island","1825","Other psychologists","Psychologists","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17163","Illinois","St Clair","0000","Total-Pop","Total-Pop","MALE",127009,5742,79798,195,1594,35944,3479,257,4.52,62.83,0.15,1.26,28.3,2.74,0.2
"17163","Illinois","St Clair","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",21,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA
"17163","Illinois","St Clair","2004","Mental health counselors","Mental health counselors","ALL",160,NA,146,NA,NA,14,NA,NA,NA,91.25,NA,NA,8.75,NA,NA
"17163","Illinois","St Clair","1825","Other psychologists","Psychologists","FEMALE",50,NA,36,NA,NA,14,NA,NA,NA,72,NA,NA,28,NA,NA
"17163","Illinois","St Clair","1825","Other psychologists","Psychologists","ALL",50,NA,36,NA,NA,14,NA,NA,NA,72,NA,NA,28,NA,NA
"17163","Illinois","St Clair","2004","Mental health counselors","Mental health counselors","FEMALE",114,NA,100,NA,NA,14,NA,NA,NA,87.72,NA,NA,12.28,NA,NA
"17163","Illinois","St Clair","0000","Total-Pop","Total-Pop","ALL",262402,10757,161724,426,3556,78317,6995,627,4.1,61.63,0.16,1.36,29.85,2.67,0.24
"17163","Illinois","St Clair","2005","Rehabilitation counselors","Mental health counselors","FEMALE",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17163","Illinois","St Clair","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17163","Illinois","St Clair","2005","Rehabilitation counselors","Mental health counselors","ALL",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17163","Illinois","St Clair","0000","Total-Pop","Total-Pop","FEMALE",135393,5015,81926,231,1962,42373,3516,370,3.7,60.51,0.17,1.45,31.3,2.6,0.27
"17163","Illinois","St Clair","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",21,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA
"17163","Illinois","St Clair","2004","Mental health counselors","Mental health counselors","MALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17163","Illinois","St Clair","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","0000","Total-Pop","Total-Pop","MALE",94617,2345,75793,66,2196,11619,2373,225,2.48,80.11,0.07,2.32,12.28,2.51,0.24
"17167","Illinois","Sangamon","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",4,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2003","Marriage and family therapists","Mental health counselors","ALL",58,NA,58,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2005","Rehabilitation counselors","Mental health counselors","ALL",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","0000","Total-Pop","Total-Pop","FEMALE",102186,2223,81927,77,2190,13324,2269,176,2.18,80.17,0.08,2.14,13.04,2.22,0.17
"17167","Illinois","Sangamon","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",32,NA,5,NA,NA,27,NA,NA,NA,15.62,NA,NA,84.38,NA,NA
"17167","Illinois","Sangamon","2005","Rehabilitation counselors","Mental health counselors","MALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","1825","Other psychologists","Psychologists","ALL",131,NA,105,NA,26,NA,NA,NA,NA,80.15,NA,19.85,NA,NA,NA
"17167","Illinois","Sangamon","0000","Total-Pop","Total-Pop","ALL",196803,4568,157720,143,4386,24943,4642,401,2.32,80.14,0.07,2.23,12.67,2.36,0.2
"17167","Illinois","Sangamon","1821","Clinical and counseling psychologists","Psychologists","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2004","Mental health counselors","Mental health counselors","FEMALE",69,NA,69,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2004","Mental health counselors","Mental health counselors","ALL",100,NA,69,NA,31,NA,NA,NA,NA,69,NA,31,NA,NA,NA
"17167","Illinois","Sangamon","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",4,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","1821","Clinical and counseling psychologists","Psychologists","FEMALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","1825","Other psychologists","Psychologists","MALE",68,NA,42,NA,26,NA,NA,NA,NA,61.76,NA,38.24,NA,NA,NA
"17167","Illinois","Sangamon","2003","Marriage and family therapists","Mental health counselors","FEMALE",58,NA,58,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",5,NA,5,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2004","Mental health counselors","Mental health counselors","MALE",31,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
"17167","Illinois","Sangamon","1825","Other psychologists","Psychologists","FEMALE",63,NA,63,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17167","Illinois","Sangamon","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",27,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA
"17179","Illinois","Tazewell","0000","Total-Pop","Total-Pop","FEMALE",67399,1321,63940,114,779,555,605,85,1.96,94.87,0.17,1.16,0.82,0.9,0.13
"17179","Illinois","Tazewell","2004","Mental health counselors","Mental health counselors","MALE",63,NA,63,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","0000","Total-Pop","Total-Pop","ALL",133314,3121,125285,165,1504,1639,1479,121,2.34,93.98,0.12,1.13,1.23,1.11,0.09
"17179","Illinois","Tazewell","1822","School psychologists","Psychologists","ALL",60,NA,60,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","2004","Mental health counselors","Mental health counselors","FEMALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","1825","Other psychologists","Psychologists","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",4,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","1822","School psychologists","Psychologists","FEMALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","0000","Total-Pop","Total-Pop","MALE",65915,1800,61345,51,725,1084,874,36,2.73,93.07,0.08,1.1,1.64,1.33,0.05
"17179","Illinois","Tazewell","2004","Mental health counselors","Mental health counselors","ALL",98,NA,98,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","1822","School psychologists","Psychologists","MALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"17179","Illinois","Tazewell","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
