"MET2013","METRO_AREA","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
19820,"Detroit-Warren-Dearborn, MI","1821","Clinical and counseling psychologists","Psychologists","MALE",134,NA,134,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
19820,"Detroit-Warren-Dearborn, MI","1822","School psychologists","Psychologists","MALE",318,NA,294,NA,NA,24,NA,NA,NA,92.45,NA,NA,7.55,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2003","Marriage and family therapists","Mental health counselors","ALL",504,29,253,NA,NA,222,NA,NA,5.75,50.2,NA,NA,44.05,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2004","Mental health counselors","Mental health counselors","ALL",1307,75,618,NA,NA,512,102,NA,5.74,47.28,NA,NA,39.17,7.8,NA
19820,"Detroit-Warren-Dearborn, MI","2005","Rehabilitation counselors","Mental health counselors","ALL",395,NA,205,NA,NA,133,57,NA,NA,51.9,NA,NA,33.67,14.43,NA
19820,"Detroit-Warren-Dearborn, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",358,NA,213,20,NA,125,NA,NA,NA,59.5,5.59,NA,34.92,NA,NA
19820,"Detroit-Warren-Dearborn, MI","1822","School psychologists","Psychologists","FEMALE",281,NA,281,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
19820,"Detroit-Warren-Dearborn, MI","1825","Other psychologists","Psychologists","FEMALE",1123,NA,937,10,NA,144,32,NA,NA,83.44,0.89,NA,12.82,2.85,NA
19820,"Detroit-Warren-Dearborn, MI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",730,NA,545,NA,NA,185,NA,NA,NA,74.66,NA,NA,25.34,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2003","Marriage and family therapists","Mental health counselors","FEMALE",452,29,232,NA,NA,191,NA,NA,6.42,51.33,NA,NA,42.26,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2004","Mental health counselors","Mental health counselors","FEMALE",1149,75,558,NA,NA,414,102,NA,6.53,48.56,NA,NA,36.03,8.88,NA
19820,"Detroit-Warren-Dearborn, MI","1821","Clinical and counseling psychologists","Psychologists","ALL",326,NA,312,NA,NA,14,NA,NA,NA,95.71,NA,NA,4.29,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",326,NA,181,20,NA,125,NA,NA,NA,55.52,6.13,NA,38.34,NA,NA
19820,"Detroit-Warren-Dearborn, MI","1825","Other psychologists","Psychologists","ALL",1783,NA,1451,10,25,265,32,NA,NA,81.38,0.56,1.4,14.86,1.79,NA
19820,"Detroit-Warren-Dearborn, MI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",999,NA,658,NA,NA,341,NA,NA,NA,65.87,NA,NA,34.13,NA,NA
19820,"Detroit-Warren-Dearborn, MI","0000","Total-Pop","Total-Pop","ALL",4230557,188842,2785374,10602,190797,952043,95058,7841,4.46,65.84,0.25,4.51,22.5,2.25,0.19
19820,"Detroit-Warren-Dearborn, MI","2005","Rehabilitation counselors","Mental health counselors","MALE",198,NA,69,NA,NA,72,57,NA,NA,34.85,NA,NA,36.36,28.79,NA
19820,"Detroit-Warren-Dearborn, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",32,NA,32,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2003","Marriage and family therapists","Mental health counselors","MALE",52,NA,21,NA,NA,31,NA,NA,NA,40.38,NA,NA,59.62,NA,NA
19820,"Detroit-Warren-Dearborn, MI","2004","Mental health counselors","Mental health counselors","MALE",158,NA,60,NA,NA,98,NA,NA,NA,37.97,NA,NA,62.03,NA,NA
19820,"Detroit-Warren-Dearborn, MI","1822","School psychologists","Psychologists","ALL",599,NA,575,NA,NA,24,NA,NA,NA,95.99,NA,NA,4.01,NA,NA
19820,"Detroit-Warren-Dearborn, MI","0000","Total-Pop","Total-Pop","FEMALE",2172330,93409,1410585,5678,95625,515562,47243,4228,4.3,64.93,0.26,4.4,23.73,2.17,0.19
19820,"Detroit-Warren-Dearborn, MI","0000","Total-Pop","Total-Pop","MALE",2058227,95433,1374789,4924,95172,436481,47815,3613,4.64,66.79,0.24,4.62,21.21,2.32,0.18
20100,"Dover, DE","0000","Total-Pop","Total-Pop","ALL",176667,12428,108836,812,3896,43955,6449,291,7.03,61.61,0.46,2.21,24.88,3.65,0.16
20100,"Dover, DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",74,NA,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2003","Marriage and family therapists","Mental health counselors","MALE",4,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","1822","School psychologists","Psychologists","FEMALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","1825","Other psychologists","Psychologists","FEMALE",51,7,44,NA,NA,NA,NA,NA,13.73,86.27,NA,NA,NA,NA,NA
20100,"Dover, DE","1825","Other psychologists","Psychologists","MALE",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",48,15,NA,NA,NA,33,NA,NA,31.25,NA,NA,NA,68.75,NA,NA
20100,"Dover, DE","1825","Other psychologists","Psychologists","ALL",57,7,50,NA,NA,NA,NA,NA,12.28,87.72,NA,NA,NA,NA,NA
20100,"Dover, DE","2004","Mental health counselors","Mental health counselors","MALE",2,NA,2,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2003","Marriage and family therapists","Mental health counselors","ALL",4,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","1822","School psychologists","Psychologists","ALL",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2004","Mental health counselors","Mental health counselors","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",122,15,74,NA,NA,33,NA,NA,12.3,60.66,NA,NA,27.05,NA,NA
20100,"Dover, DE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2004","Mental health counselors","Mental health counselors","ALL",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","0000","Total-Pop","Total-Pop","MALE",85235,6245,53087,361,1615,20183,3559,185,7.33,62.28,0.42,1.89,23.68,4.18,0.22
20100,"Dover, DE","2005","Rehabilitation counselors","Mental health counselors","FEMALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","2005","Rehabilitation counselors","Mental health counselors","ALL",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20100,"Dover, DE","0000","Total-Pop","Total-Pop","FEMALE",91432,6183,55749,451,2281,23772,2890,106,6.76,60.97,0.49,2.49,26,3.16,0.12
20100,"Dover, DE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","2004","Mental health counselors","Mental health counselors","ALL",108,12,73,NA,NA,23,NA,NA,11.11,67.59,NA,NA,21.3,NA,NA
20700,"East Stroudsburg, PA","2003","Marriage and family therapists","Mental health counselors","ALL",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","1825","Other psychologists","Psychologists","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","1821","Clinical and counseling psychologists","Psychologists","MALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","0000","Total-Pop","Total-Pop","MALE",83094,13295,54970,259,1901,10994,1545,130,16,66.15,0.31,2.29,13.23,1.86,0.16
20700,"East Stroudsburg, PA","0000","Total-Pop","Total-Pop","ALL",168021,26722,111005,287,4167,22206,3406,228,15.9,66.07,0.17,2.48,13.22,2.03,0.14
20700,"East Stroudsburg, PA","1821","Clinical and counseling psychologists","Psychologists","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","1825","Other psychologists","Psychologists","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","2003","Marriage and family therapists","Mental health counselors","FEMALE",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","2004","Mental health counselors","Mental health counselors","FEMALE",108,12,73,NA,NA,23,NA,NA,11.11,67.59,NA,NA,21.3,NA,NA
20700,"East Stroudsburg, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20700,"East Stroudsburg, PA","0000","Total-Pop","Total-Pop","FEMALE",84927,13427,56035,28,2266,11212,1861,98,15.81,65.98,0.03,2.67,13.2,2.19,0.12
20740,"Eau Claire, WI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","1822","School psychologists","Psychologists","FEMALE",139,NA,139,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","1825","Other psychologists","Psychologists","ALL",68,NA,68,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","0000","Total-Pop","Total-Pop","MALE",79743,2025,71878,206,2340,1368,1910,16,2.54,90.14,0.26,2.93,1.72,2.4,0.02
20740,"Eau Claire, WI","2003","Marriage and family therapists","Mental health counselors","ALL",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2004","Mental health counselors","Mental health counselors","ALL",62,NA,62,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2005","Rehabilitation counselors","Mental health counselors","ALL",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2003","Marriage and family therapists","Mental health counselors","FEMALE",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2004","Mental health counselors","Mental health counselors","FEMALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","1825","Other psychologists","Psychologists","FEMALE",68,NA,68,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","0000","Total-Pop","Total-Pop","FEMALE",78881,1587,72463,89,2939,456,1299,48,2.01,91.86,0.11,3.73,0.58,1.65,0.06
20740,"Eau Claire, WI","0000","Total-Pop","Total-Pop","ALL",158624,3612,144341,295,5279,1824,3209,64,2.28,91,0.19,3.33,1.15,2.02,0.04
20740,"Eau Claire, WI","1822","School psychologists","Psychologists","ALL",139,NA,139,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2005","Rehabilitation counselors","Mental health counselors","FEMALE",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20740,"Eau Claire, WI","2004","Mental health counselors","Mental health counselors","MALE",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
20940,"El Centro, CA","2003","Marriage and family therapists","Mental health counselors","ALL",12,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","1825","Other psychologists","Psychologists","MALE",31,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","2004","Mental health counselors","Mental health counselors","MALE",81,15,NA,NA,66,NA,NA,NA,18.52,NA,NA,81.48,NA,NA,NA
20940,"El Centro, CA","1825","Other psychologists","Psychologists","ALL",74,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",13,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","1825","Other psychologists","Psychologists","FEMALE",43,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","2003","Marriage and family therapists","Mental health counselors","FEMALE",12,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
20940,"El Centro, CA","0000","Total-Pop","Total-Pop","MALE",92594,76137,10333,388,1553,3136,951,96,82.23,11.16,0.42,1.68,3.39,1.03,0.1
20940,"El Centro, CA","0000","Total-Pop","Total-Pop","ALL",180948,152390,19227,987,2593,3779,1793,179,84.22,10.63,0.55,1.43,2.09,0.99,0.1
20940,"El Centro, CA","2004","Mental health counselors","Mental health counselors","ALL",81,15,NA,NA,66,NA,NA,NA,18.52,NA,NA,81.48,NA,NA,NA
20940,"El Centro, CA","0000","Total-Pop","Total-Pop","FEMALE",88354,76253,8894,599,1040,643,842,83,86.3,10.07,0.68,1.18,0.73,0.95,0.09
20940,"El Centro, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",13,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","2005","Rehabilitation counselors","Mental health counselors","FEMALE",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","1825","Other psychologists","Psychologists","MALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","2004","Mental health counselors","Mental health counselors","FEMALE",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","1825","Other psychologists","Psychologists","ALL",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","2004","Mental health counselors","Mental health counselors","ALL",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","1822","School psychologists","Psychologists","ALL",85,NA,85,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","0000","Total-Pop","Total-Pop","FEMALE",103322,15566,78183,217,1300,5431,2513,112,15.07,75.67,0.21,1.26,5.26,2.43,0.11
21140,"Elkhart-Goshen, IN","0000","Total-Pop","Total-Pop","MALE",101179,16972,74922,265,994,5357,2518,151,16.77,74.05,0.26,0.98,5.29,2.49,0.15
21140,"Elkhart-Goshen, IN","1822","School psychologists","Psychologists","FEMALE",85,NA,85,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN","0000","Total-Pop","Total-Pop","ALL",204501,32538,153105,482,2294,10788,5031,263,15.91,74.87,0.24,1.12,5.28,2.46,0.13
21140,"Elkhart-Goshen, IN","2005","Rehabilitation counselors","Mental health counselors","ALL",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21340,"El Paso, TX","2004","Mental health counselors","Mental health counselors","ALL",243,199,34,10,NA,NA,NA,NA,81.89,13.99,4.12,NA,NA,NA,NA
21340,"El Paso, TX","1821","Clinical and counseling psychologists","Psychologists","FEMALE",13,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","1822","School psychologists","Psychologists","FEMALE",15,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","1825","Other psychologists","Psychologists","FEMALE",142,108,34,NA,NA,NA,NA,NA,76.06,23.94,NA,NA,NA,NA,NA
21340,"El Paso, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",53,15,38,NA,NA,NA,NA,NA,28.3,71.7,NA,NA,NA,NA,NA
21340,"El Paso, TX","2003","Marriage and family therapists","Mental health counselors","FEMALE",64,64,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","2004","Mental health counselors","Mental health counselors","FEMALE",226,183,33,10,NA,NA,NA,NA,80.97,14.6,4.42,NA,NA,NA,NA
21340,"El Paso, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",53,15,38,NA,NA,NA,NA,NA,28.3,71.7,NA,NA,NA,NA,NA
21340,"El Paso, TX","2003","Marriage and family therapists","Mental health counselors","ALL",98,64,NA,NA,NA,34,NA,NA,65.31,NA,NA,NA,34.69,NA,NA
21340,"El Paso, TX","0000","Total-Pop","Total-Pop","FEMALE",424543,358918,44898,1052,5357,10585,3539,194,84.54,10.58,0.25,1.26,2.49,0.83,0.05
21340,"El Paso, TX","2005","Rehabilitation counselors","Mental health counselors","ALL",50,32,NA,NA,NA,18,NA,NA,64,NA,NA,NA,36,NA,NA
21340,"El Paso, TX","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",41,12,11,NA,NA,18,NA,NA,29.27,26.83,NA,NA,43.9,NA,NA
21340,"El Paso, TX","2005","Rehabilitation counselors","Mental health counselors","MALE",18,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA
21340,"El Paso, TX","1821","Clinical and counseling psychologists","Psychologists","ALL",26,13,13,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA
21340,"El Paso, TX","1822","School psychologists","Psychologists","ALL",26,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","1825","Other psychologists","Psychologists","ALL",191,120,71,NA,NA,NA,NA,NA,62.83,37.17,NA,NA,NA,NA,NA
21340,"El Paso, TX","1821","Clinical and counseling psychologists","Psychologists","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21340,"El Paso, TX","1822","School psychologists","Psychologists","MALE",11,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","1825","Other psychologists","Psychologists","MALE",49,12,37,NA,NA,NA,NA,NA,24.49,75.51,NA,NA,NA,NA,NA
21340,"El Paso, TX","0000","Total-Pop","Total-Pop","MALE",411486,331162,55328,1287,4974,14786,3739,210,80.48,13.45,0.31,1.21,3.59,0.91,0.05
21340,"El Paso, TX","2004","Mental health counselors","Mental health counselors","MALE",17,16,1,NA,NA,NA,NA,NA,94.12,5.88,NA,NA,NA,NA,NA
21340,"El Paso, TX","0000","Total-Pop","Total-Pop","ALL",836029,690080,100226,2339,10331,25371,7278,404,82.54,11.99,0.28,1.24,3.03,0.87,0.05
21340,"El Paso, TX","2005","Rehabilitation counselors","Mental health counselors","FEMALE",32,32,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
21340,"El Paso, TX","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",41,12,11,NA,NA,18,NA,NA,29.27,26.83,NA,NA,43.9,NA,NA
21340,"El Paso, TX","2003","Marriage and family therapists","Mental health counselors","MALE",34,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA
21500,"Erie, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",228,NA,162,NA,NA,66,NA,NA,NA,71.05,NA,NA,28.95,NA,NA
21500,"Erie, PA","1825","Other psychologists","Psychologists","ALL",126,NA,108,NA,NA,NA,18,NA,NA,85.71,NA,NA,NA,14.29,NA
21500,"Erie, PA","1822","School psychologists","Psychologists","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2003","Marriage and family therapists","Mental health counselors","ALL",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","1822","School psychologists","Psychologists","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2004","Mental health counselors","Mental health counselors","FEMALE",164,NA,164,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","1825","Other psychologists","Psychologists","FEMALE",97,NA,79,NA,NA,NA,18,NA,NA,81.44,NA,NA,NA,18.56,NA
21500,"Erie, PA","2004","Mental health counselors","Mental health counselors","ALL",164,NA,164,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2003","Marriage and family therapists","Mental health counselors","FEMALE",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2003","Marriage and family therapists","Mental health counselors","MALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",228,NA,162,NA,NA,66,NA,NA,NA,71.05,NA,NA,28.95,NA,NA
21500,"Erie, PA","0000","Total-Pop","Total-Pop","FEMALE",138913,5654,117912,323,2362,8737,3728,197,4.07,84.88,0.23,1.7,6.29,2.68,0.14
21500,"Erie, PA","0000","Total-Pop","Total-Pop","MALE",135247,5809,113220,373,2243,9563,3785,254,4.3,83.71,0.28,1.66,7.07,2.8,0.19
21500,"Erie, PA","0000","Total-Pop","Total-Pop","ALL",274160,11463,231132,696,4605,18300,7513,451,4.18,84.31,0.25,1.68,6.67,2.74,0.16
21500,"Erie, PA","2005","Rehabilitation counselors","Mental health counselors","FEMALE",50,15,35,NA,NA,NA,NA,NA,30,70,NA,NA,NA,NA,NA
21500,"Erie, PA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","1825","Other psychologists","Psychologists","MALE",29,NA,29,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21500,"Erie, PA","2005","Rehabilitation counselors","Mental health counselors","ALL",50,15,35,NA,NA,NA,NA,NA,30,70,NA,NA,NA,NA,NA
21660,"Eugene, OR","0000","Total-Pop","Total-Pop","FEMALE",189394,16162,155735,1579,6036,1526,8067,289,8.53,82.23,0.83,3.19,0.81,4.26,0.15
21660,"Eugene, OR","0000","Total-Pop","Total-Pop","MALE",184047,16921,150087,1573,4941,2296,7887,342,9.19,81.55,0.85,2.68,1.25,4.29,0.19
21660,"Eugene, OR","2005","Rehabilitation counselors","Mental health counselors","FEMALE",102,NA,102,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21660,"Eugene, OR","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21660,"Eugene, OR","0000","Total-Pop","Total-Pop","ALL",373441,33083,305822,3152,10977,3822,15954,631,8.86,81.89,0.84,2.94,1.02,4.27,0.17
21660,"Eugene, OR","2004","Mental health counselors","Mental health counselors","FEMALE",328,NA,328,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21660,"Eugene, OR","1822","School psychologists","Psychologists","FEMALE",99,NA,99,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
21660,"Eugene, OR","1825","Other psychologists","Psychologists","FEMALE",235,NA,235,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
